Record;Event;Artist;Description;Date;Museum/Institution;Medium and support;Dimensions;Related images or documents;Author;Recipient/dedicatee;Title;Printer;Place;Reference copy-ies;Inscriptions;Link;Analytic tags;Private notes;
I-1755-LI-0A00;1755 Lisbon Earthquake;Unknown;St Filippo Neri;1755;;Engraving;;P-1755-LI-0994 / 1755 Lisbon Earthquake / Justa confianza de Sevilla en la futura quietud y feliz tranquilidad de su terreno con el nuevo culto y patrocinio del Sr. San Phelipe Neri. Sermón panegírico-moral, que en la solemne fiesta que votó el Ilustríssimo Hispalense Ayuntamiento, el día diez de diciembre del año pasado de 1755 consagrar anualmente al Sr. S. Phelipe Neri en su propio día y templo para assegurar en lo successivo a esta ciudad del formidable estrago de los terremotos (This document is included in);Doye y Pelarte, Marcelo Félix;;Justa confianza de Sevilla en la futura quietud y feliz tranquilidad de su terreno con el nuevo culto y patrocinio del Sr. San Phelipe Neri. Sermón panegírico-moral, que en la solemne fiesta que votó el Ilustríssimo Hispalense Ayuntamiento, el día diez de diciembre del año pasado de 1755 consagrar anualmente al Sr. S. Phelipe Neri en su propio día y templo para assegurar en lo successivo a esta ciudad del formidable estrago de los terremotos;de Castilla, Jerónimo;Seville;Seville, Biblioteca de la Universidad de Sevilla A 113/127(05);V. R. de S. Phelipe Neri, Fundador de la Congregación del Oratorio especial Avogado de la perseverancia en la Virtud y Protector contra los Terremotos, elegido por muchas ciudades y votado por esta mui Noble y mui Leal de Sevilla en 10 de Diziembre de 1755;https://archive.org/details/A11312705/page/n12/mode/1up;;;
I-1755-LI-0A01;1755 Lisbon Earthquake;"Díaz, Diego (engraving); Ximenes (drawing)";The Virgen de la Hiniesta of Sevilla ;1756;;Engraving;;P-1755-LI-09A2 / 1755 Lisbon Earthquake / Motivos de el terremoto, experimentado el sábado, día primero de noviembre del año de 1755, con respecto a la ira de Dios en la ciudad de Sevilla y remedios para su templanza. Ofrecidos el martes veinte y siete de abril de mil setecientos cinquenta y seis en la Parroquial del Señor San Julián, a el nobilíssimo Ayuntamiento de dicha ciudad, en la fiesta de acción de gracias que por una vez votó a María Ssma. de la Iniesta, su antigua protectora, patente el augusto sacramento, en concurrencia de el ilustríssimo cabildo eclesiástico, que asistió processionalmente a impulso de la devoción de dicho Ilustríssimo Senado (This document is included in);Olazaval y Olayzola, Francisco José de;;Motivos de el terremoto, experimentado el sábado, día primero de noviembre del año de 1755, con respecto a la ira de Dios en la ciudad de Sevilla y remedios para su templanza. Ofrecidos el martes veinte y siete de abril de mil setecientos cinquenta y seis en la Parroquial del Señor San Julián, a el nobilíssimo Ayuntamiento de dicha ciudad, en la fiesta de acción de gracias que por una vez votó a María Ssma. de la Iniesta, su antigua protectora, patente el augusto sacramento, en concurrencia de el ilustríssimo cabildo eclesiástico, que asistió processionalmente a impulso de la devoción de dicho Ilustríssimo Senado;de Castilla, Jerónimo;Seville;Bilbao, Biblioteca Foral de Bizkaia R-3373 (4);Ximenes del. Diaz sculp. Hispali;https://liburutegibiltegi.bizkaia.eus/bitstream/handle/20.500.11938/77332/b11120381.pdf?sequence=1&isAllowed=y;;;
I-1755-LI-0A0D;1755 Lisbon Earthquake;Domínguez, Vicente (foreman);Church bell dedicated to St. Emygdius;1758;;Cast bronze;hight 80 cm, ø 100 cm;;;;;;;;SAN EMIGDIO ME LLAMO / LLAMO CONTRA TERREMOTOS I758SIENDO OBRERO MAIOR DN VICENTE DOMINGVEZ;http://campaners.com/php/cat_campana1.php?numer=6013;;;
I-1761-SE-0356;1761 Seville Earthquake;Unknown;Coat of Arms of the City of Seville;1761;;Woodcut;;P-1761-SE-0212 / 1761 Seville Earthquake / Nueva relación de el temblor de tierra, acaecido en la ciudad de Sevilla el día 31 de marzo de este presente año de 1761, el que comenzó a las doce, y media del día, y duró el espacio de quasi trece minutos, con el marabilloso efecto de no haver acaecido desgracia alguna en lo numeroso de su pueblo (This document is included in);Unknown;;Nueva relación de el temblor de tierra, acaecido en la ciudad de Sevilla el día 31 de marzo de este presente año de 1761, el que comenzó a las doce, y media del día, y duró el espacio de quasi trece minutos, con el marabilloso efecto de no haver acaecido desgracia alguna en lo numeroso de su pueblo;Navarro y Armijo, José;Seville;Madrid, Biblioteca Nacional de España VC/12593/5;;http://bdh-rd.bne.es/viewer.vm?id=0000054263&page=1;;;
I-1765-NSE-0524;1765 Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1765;;Oil on canvas;105 x 73 cm;;;;;;;;;http://52.183.37.55/artworks/10452;;;
I-1766-VE-065B;1766 Vesuvius Eruption;"Pigonati, Andrea; Aloja, Giuseppe";Topographic view of Mount Vesuvius;1767;;Engraving;;;Pigonati, Andrea;;Descrizione delle ultime eruzioni del monte Vesuvio da' 25. marzo 1766. fino a 10' Dicembre dell'anno medefimo;Di Simone brothers (nella stamperia Simoniana);Naples;Simancas, Archivo General de Simancas MPD, 16, 073;Topografía del Monte Vesuvio cittá e terre vicine dimostrando i corsi delle lave vecchie e lïeruzioni del mese di marzo ed aprile MDCCLXVI;http://www.mcu.es/ccbae/es/consulta/registro.do?id=180337;;;
I-1767-CA-0357;1767 Calabria Earthquake;Unknown;View of the City hit by the Earthquake;1767;;Woodcut;;;Unknown;;Relazione del Terremoto Seguito nelle due Calabrie, ed in particolare nelle Città di Cosenza, e Bisignano ed altre terre, e luoghi Circonvicini. Con la morte di molte persone, ed atterramento di Conventi, Fabriche, e Casamenti;Chracas, Luca Antonio;Rome;Private collection ;;https://www.maremagnum.com/libri-antichi/relazione-del-terremoto-seguito-nelle-due-calabrie-ed-in/156410647;;;
I-1768-NSE-0358;1768 Spain Earthquake;de Miranda, José;St Emygdius as Intercessor against Earthquakes;1768;;Oil on canvas;;;;;;;;;'Dios Nuestro Señor nos bendiga y nos defienda, nos dé auxilio y tenga misericordia de nosotros, vuelva a nosotros su piadoso rostro y nos de paz y santidad. Nuestro Señor bendiga esta casa y a todos los que en ella habitamos y nos libre del ímpetu del terremoto en virtud del dulcísimo nombre de Jesús. La verdadera sangre de Nuestro Señor Jesucristo nos libre de la peste, de la guerra, del rayo de los temblores y de todos enemigos. Amén. Santo Dios, Santo Fuerte, Santo inmortal';http://artecolonialamericano.az.uniandes.edu.co:8080/artworks/9143;;;
I-1768-NSE-0523;1768 Spain Earthquake;de Páez, José;St Emygdius as Intercessor against Earthquakes;1768;;Oil on copper;41,5 x 32 cm;;;;;;;;;https://www.liveauctioneers.com/item/47685181_jose-de-paez-mexican-1720-a-1790-saint-emygdius;;;
I-1768-NSE-0525;1768 Spain Earthquake;Morlete Ruiz, Juan Patricio;St Emygdius as Intercessor against Earthquakes;1768;;Oil on copper;58 x 45 cm;;;;;;;;;http://www.artnet.com/artists/juan-patricio-morlete-ruiz/san-emigdio-de-ascoli-patr%C3%B3n-de-los-terremotos-2-ZCJlBWAKAny0bsaVj13w2;;;
I-1768-NSE-0526;1768 Spain Earthquake;de Nava, José;St Emygdius as Intercessor against Earthquakes;1768;;Engraving;;;;;Novena de S. Emygdio, Obispo martyr, Apostol Ascolano, especial abogado contra los temblores de tierra;Real Colegio de S. Ignacio;;Santiago de Chile, Biblioteca Nacional Sala Medina E.G. 1-13-1(14);;;;foto Milena;
I-1768-NSE-0529;1768 Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1768;;Oil on canvas;;;;;;;;;;https://colonialart.org/archives/subjects/saints/individual-saints/emygdius;;;
I-1768-NSE-052A;1768 Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1768;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/15078;;;
I-1768-NSE-052B;1768 Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1768;;;55.8 x 45.7 cm;;;;;;;;;https://artsandculture.google.com/asset/san-emigdio-obispo-y-martir-unknown/HQHxL3k5gN70VA;;;
I-1773-TU-0359;1773 Tungurahua Eruption;Unknown;Eruption of Tunguragua volcan;1773;;Drawing on paper;570 x 430 mm;;;;;;;;Demarcación del Pays que ha cubierto de Ceniza y Cascajo la Erupción del Bolcán de Tunguragua, en el que no se han guardado las distancias de los Lugares, por ponerlas en Mayor punto;http://pares.mcu.es/ParesBusquedas20/catalogo/description/22230;;;
I-1773-TU-035A;1773 Tungurahua Eruption;Unknown;Eruption of Tunguragua volcan;1773;;Drawing on paper;427 x 580 mm;;;;;;;;Perspectiva del Bolcan de Tunguragua en la Provincia de Quito y de su erupción el día 23 de Abril de 1773;http://pares.mcu.es/ParesBusquedas20/catalogo/description/22229;;;
I-1774-VE-035B;1774 Vesuvius Eruption;Hackert, Jacob Philipp;Landscape with Vesuvius erupting;1774;;Oil on canvas;70,5 x 90,5 cm;;;;;;;;;https://altemeister.museum-kassel.de/28398/;;;
I-1775-PA-035C;1775 Pacaya Eruption;Unknown;Drawing of the erupting Pacaya volcano ;1775;;Watercolor on paper;;;;;;;;;;http://pares.mcu.es/ParesBusquedas/servlets/Control_servlet?accion=3&txt_id_desc_ud=19983&fromagenda=N;;;
I-1775-PA-035D;1775 Pacaya Eruption;Alexandre, Joseph María;Drawing of the erupting Pacaya volcano ;1775;;Watercolor on paper;330 x 235 mm;;;;;;;;;http://www.rah.es/croquis-del-volcan-de-pacaya-guatemala/;;;
I-1775-PA-09E8;1775 Pacaya Eruption;Alexandre, Joseph María;Drawing of the erupting Pacaya volcano ;1775;;Watercolor on paper;300 x 207 mm;;;;;;;;Cocris o Diseño que da una Ydea de la Rebentazón deel Bolcán de Pacaia, su figura, distancias y proporción de los terrenos adiacentes;http://pares.mcu.es/ParesBusquedas20/catalogo/description/19805;;;
I-1776-VA-035E;1776 Valencia Flood;Unknown;"The Virgin and Child (Mare de Déu dels Desamparats); St Paschal Baylón";1777;;Woodcut;;P-1776-VA-0213 / 1776 Valencia Flood / Relación nueva, y trágico romance en que se da cuenta, y declara las notables ruinas que ha ocasionado el río Turia en la ciudad de Valencia, desde al año 1357 hasta el año de 1776 con sus avenidas de agua (This document is included in);Unknown;;Relación nueva, y trágico romance en que se da cuenta, y declara las notables ruinas que ha ocasionado el río Turia en la ciudad de Valencia, desde al año 1357 hasta el año de 1776 con sus avenidas de agua;Castellar, Ramón;Valencia;Valencia, Biblioteca Serrano Morales R 18689;;;;foto Milena;
I-1778-GR-035F;1778 Granada Earthquake;Verdiguier, Juan Miguel;St Emygdius;1785;;Marble Sculpture;h. 165 cm;;;;;;;;;https://catedraldegranada.com/la-catedral/capillas-y-altares-perimetrales/san-cecilio/;;;
I-1779-VE-0360;1779 Vesuvius Eruption;"Volaire, Pierre-Jacques Antoine (drawing); Boilly, Louis Leopold (engraving)";Landscape with Vesuvius erupting;1779;;"Engraving; colour plate";;P-1779-VE-0A68 / 1779 Vesuvius Eruption / Relazione Dell’Ultima Eruzione Del Vesuvio Accaduta Nel Mese Di Agosto Di Questo Anno 1779. Rélation De La Dernière Èruption Du Vésuve Arrivée Au Mois D’Août De Cette Année 1779 (This document is included in);Torcia, Michele;;Relazione Dell’Ultima Eruzione Del Vesuvio Accaduta Nel Mese Di Agosto Di Questo Anno 1779. Rélation De La Dernière Èruption Du Vésuve Arrivée Au Mois D’Août De Cette Année 1779;Raimondi (Brothers);Naples;Los Angeles, Getty Research Institute QE523.V5 T67 1779;;https://babel.hathitrust.org/cgi/pt?id=gri.ark:/13960/t88g8wq6d&view=1up&seq=154;;;
I-1779-VE-0361;1779 Vesuvius Eruption;"Piranesi, Francesco (printmaker); Desprez, Louis Jean (drawing and colorist)";Eruption of the Vesuvius, seen from the Maddalena Bridge;1783;;"Etching; paperwatercolor, gouache, ink";704 x 484 mm;;;;;;;;;http://hdl.handle.net/10934/RM0001.COLLECT.688594;;;
I-1779-VE-0362;1779 Vesuvius Eruption;Fambrini, Ferdinando;Landscape with Vesuvius erupting;1779;;Engraving;;;;;;;;;;https://www.e-rara.ch/zut/pbifriedlaender/content/zoom/7356461;;da schedare come testo a stampa e inserire in releted documents;
I-1783-CA-001-082A;1783 Calabria Earthquake;"Schiantarelli, Pompeo; Zaballi, Antonio; Progenie, Francesco ";Iconographic Atlas of the 1783 Earthquake (68 numbered plates);1784;;Engraving;;P-1783-CA-001-0829 / 1783 Calabria Earthquake / Istoria de' fenomeni del tremoto avvenuto nelle Calabrie, e nel Valdemone nell'anno 1783 posta in luce dalla Reale Accademia delle Scienze, e delle Belle Lettere di Napoli (This document is included in);Sarconi, Michele;Ferdinand VI;Istoria de' fenomeni del tremoto avvenuto nelle Calabrie, e nel Valdemone nell'anno 1783 posta in luce dalla Reale Accademia delle Scienze, e delle Belle Lettere di Napoli;Campo, Giuseppe;Naples;"Naples, Biblioteca Nazionale Vittorio Emanuele III BIB. PROV. 14. 551; Paris, Bibliothèque Nationale de France Département Estampes et photographie, JE-4 (A)-PET FOL";;https://gallica.bnf.fr/ark:/12148/btv1b10465150s;;Other copies have generally been considered complete with 68 numbered plates, one unnumbered plate and the large  (https://drouot.com/it/l/16993795--terremoto---sarcone-michele-1);
I-1783-ME-0363;1783 Messina Earthquake;Unknown;View of the City hit by the Tsunami;1783;;Woodcut;;"I-1790-OR-036E / 1790 Orán Earthquake / View of the City hit by the Tsunami; St Emygdius (Same image as); P-1783-ME-0214 / 1783 Messina Earthquake / Relación histórico-física de los terremotos acaecidos en Messina, en el corriente año de 1783. Traducida fielmente de la que en idioma italiano se ha impreso en aquella ciudad, remetida por el sr. don Juan Antonio Montbelli, natural y vecino de la misma, a su tío, el sr. don Andrés Montbelli, cavallero de la Real Orden Constantiniana, cónsul de S. Mag. Siciliana en la presente ciudad (This document is included in)";Montbelli, Juan Antonio;;Relación histórico-física de los terremotos acaecidos en Messina, en el corriente año de 1783. Traducida fielmente de la que en idioma italiano se ha impreso en aquella ciudad, remetida por el sr. don Juan Antonio Montbelli, natural y vecino de la misma, a su tío, el sr. don Andrés Montbelli, cavallero de la Real Orden Constantiniana, cónsul de S. Mag. Siciliana en la presente ciudad;Altés, Raimundo (Widow of);Barcelona;Barcelona, Biblioteca de Catalunya F. Bon 3233;;;;foto Milena;
I-1783-ME-057A;1783 Messina Earthquake;Saint-Ours, Jean-Pierre ;The Earthquake;1792;;Oil on canvas;261 x 195 cm;;;;;;;;;https://collections.geneve.ch/mah/oeuvre/le-tremblement-de-terre-version-monumentale/1825-0001;;;
I-1785-BO-0364;1785 Bogotá Earthquake;Gutiérrez, Joaquín (workshop);St Emygdius as Intercessor against Earthquakes;1785;;Oil on canvas;100 x 70 cm;;;;;;;;;https://urosario.edu.co/museo/coleccion/san-emigdio;;;
I-1785-BO-0365;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1785;;Oil on canvas;;;;;;;;;;http://artecolonialamericano.az.uniandes.edu.co:8080/artworks/18329;;;
I-1785-BO-0366;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1785;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/18820;;;
I-1785-BO-0367;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1785;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/17722;;;
I-1785-BO-0368;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1785;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/18977;;;
I-1785-BO-09BC;1785 Bogotá Earthquake;Vásquez de Arce y Ceballos, Gregorio (attributed);St Emygdius as Intercessor against Earthquakes;1785;;Oil on canvas;126 x 84 cm;;;;;;;;;https://arca.uniandes.edu.co/obras/1479;;;
I-1787-SA-0369;1787 Sanguesa Flood;Unknown;The Virgin and Child;1787;;Woodcut;"63 x 97 mm; in 4º format (high 21 cm)";P-1787-SA-0216 / 1787 Sanguesa Flood / Relación verdadera del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, En que prosigue la verdadera relación del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año 1787 (This document is included in);Unknown;;Relación verdadera del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, En que prosigue la verdadera relación del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año 1787;Cervera, José Esteban;Valencia;Valencia, Universitat de València, Biblioteca Històrica BH Var. 032(74-75);;http://weblioteca.uv.es/cgi/view.pl?source=uv_im_i20089569;;;
I-1787-SA-036A;1787 Sanguesa Flood;Unknown;The Virgin and Child;1787;;Woodcut;"63 x 97 mm; in 4º format (high 21 cm)";P-1787-SA-0217 / 1787 Sanguesa Flood / Relación verdadera del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, en que prosigue la verdadera relación del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año 1787 (This document is included in);Unknown;;Relación verdadera del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, en que prosigue la verdadera relación del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año 1787;Cervera, José Esteban;Valencia;Sabadell, Biblioteca Miquel Carreras Ro 1468 C8/10;;https://fboschcardellach.omeka.net/items/show/61;;;
