Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1773-GU-0A0E;1773 Guatemala Earthquake;;;;Razon particular de los templos, casas de comunidades, y edificios publicos, y por mayor del numero de los vecinos de la capital Guatemala: y del deplorable estado a que se hallan reducidos por los terremotos de la tarde del veinte y nueve de julio, trece, y catorce de diciembre del año proximo passado de setenta y tres;Sánchez Cubillas, Antonio;Impresa con superior permiso en la Oficina de don Antonio Sanchez Cubillas, en el establecimiento provisional de la Hermita, en la calle del Real Estanco del Tabaco;Guatemala;;;1774;Spanish;Prose;;"Providence, John Carter Brown Library Rare Books; 1-SIZE B774 .G643r";https://archive.org/details/razonparticulard00gonz/page/n2/mode/1up;;;;
P-1773-GU-0A0F;1773 Guatemala Earthquake;;;;Breve descripcion de la noble ciudad de Santiago de los Caballeros de Guatemala: y puntual noticia de su lamentable ruina ocasionada de un violento terremoto el dia veinte y nueve de julio de mil setecientos setenta, y tres;Sánchez Cubillas, Antonio;Impreso con superior permiso en la Oficina de don Antonio Sanchez Cubillas en el pueblo de Mixco en la Casa que llaman de Comunidad de Santo Domingo;Guatemala;;;1774;Spanish;Prose;;"Providence, John Carter Brown Library Rare Books; 1-SIZE B774 .C122b";https://archive.org/details/brevedescripcion00cade/page/8/mode/2up;;;;
P-1776-VA-0213;1776 Valencia Flood;;;;Relación nueva, y trágico romance en que se da cuenta, y declara las notables ruinas que ha ocasionado el río Turia en la ciudad de Valencia, desde al año 1357 hasta el año de 1776 con sus avenidas de agua;Castellar, Ramón;Ramon Castellar (por);Valencia;;;1776;Spanish;Verse;Null;Valencia, Biblioteca Serrano Morales R 18689;;"I-1776-VA-035E / 1776 Valencia Flood / The Virgin and Child (Mare de Déu dels Desamparats); St Paschal Baylón (This document includes)";;;pdf Milena
P-1779-VE-05C6;1779 Vesuvius Eruption;;;;Mercurio Histórico y Político, que contiene el estado presente de la Europa, lo sucedido en todas las Cortes, los intereses de los Príncipes y generalmente todo lo más curioso perteneciente al mes de septiembre de 1779 (tomo III);;En la Imprenta Real de la Gazeta;Madrid;;Naples;1779;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012210284;;;;
P-1779-VE-0A68;1779 Vesuvius Eruption;Torcia, Michele;;;Relazione Dell’Ultima Eruzione Del Vesuvio Accaduta Nel Mese Di Agosto Di Questo Anno 1779. Rélation De La Dernière Èruption Du Vésuve Arrivée Au Mois D’Août De Cette Année 1779;Raimondi (Brothers);Presso I Raimondi, Dietro Il Banco Della Pietà;Naples;;;1779;Italian;Prose;;Los Angeles, Getty Research Institute QE523.V5 T67 1779;https://babel.hathitrust.org/cgi/pt?id=gri.ark:/13960/t88g8wq6d&view=1up&seq=154;I-1779-VE-0360 / 1779 Vesuvius Eruption / Landscape with Vesuvio erupting (This document includes);;;
P-1783-CA-001-05CE;1783 Calabria Earthquake;;;;Mercurio Histórico y Político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo que conduce de más curioso perteneciente al mes de mayo de 1783 (tomo II);;En la Imprenta Real;Madrid;;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012214999;;;;
P-1783-CA-001-05CF;1783 Calabria Earthquake;;;;Mercurio Histórico y Político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo que conduce de más curioso perteneciente al mes de junio de 1783;;En la Imprenta Real;Madrid;;"Rome;Calabria";1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012215104;;;;
P-1783-CA-001-05D0;1783 Calabria Earthquake;;;;Mercurio Histórico y Político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo que conduce de más curioso perteneciente al mes de julio de 1783;;En la Imprenta Real;Madrid;;Naples;1783;;;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012215201;;;;
P-1783-CA-001-05D1;1783 Calabria Earthquake;;;;Mercurio Histórico y Político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo que conduce de más curioso perteneciente al mes de agosto de 1783;;En la Imprenta Real;Madrid;;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012215297;;;;
P-1783-CA-001-05D2;1783 Calabria Earthquake;;;;Mercurio Histórico y Político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo que conduce de más curioso perteneciente al mes de septiembre de 1783 (tomo III);;En la Imprenta Real;Madrid;;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012215394;;;;
P-1783-CA-001-05D3;1783 Calabria Earthquake;;;;Mercurio Histórico y Político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo que conduce de más curioso perteneciente al mes de octubre de 1783;;En la Imprenta Real;Madrid;;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012215490;;;;
P-1783-CA-001-05D4;1783 Calabria Earthquake;;;;Mercurio Histórico y Político, en que contiene el estado presente de la Europa, lo sucedido en todas sus Cortes, los intereses de los Príncipes y generalmente todo lo más curioso perteneciente al mes de diciembre de 1783;;En la Imprenta Real;Madrid;;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012215683;;;;
P-1783-CA-001-05D5;1783 Calabria Earthquake;;;;Gaceta de Madrid (n. 29);;En la Imprenta Real;Madrid;Report froma Naples, 1783. 03. 18;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España ;https://www.boe.es/diario_gazeta/comun/pdf.php?p=1783/04/11/pdfs/GMD-1783-29.pdf;;;;
P-1783-CA-001-0829;1783 Calabria Earthquake;Sarconi, Michele;;Ferdinand VI;Istoria de' fenomeni del tremoto avvenuto nelle Calabrie, e nel Valdemone nell'anno 1783 posta in luce dalla Reale Accademia delle Scienze, e delle Belle Lettere di Napoli;Campo, Giuseppe;presso Giuseppe Campo impressore della Reale Accademia;Naples;;;1784;Italian;Prose;;"Naples, Biblioteca Nazionale Vittorio Emanuele III BIB. PROV. 14. 551; Paris, Bibliothèque Nationale de France Département Estampes et photographie, JE-4 (A)-PET FOL";"https://books.google.it/books?vid=IBNN:BN000612970&redir_esc=y; https://gallica.bnf.fr/ark:/12148/btv1b10465150s";I-1783-CA-001-082A / 1783 Calabria Earthquake / Iconographic Atlas of the 1783 Earthquake (68 numbered plates) (This document includes);;;
P-1783-CA-001-0A99;1783 Calabria Earthquake;Melloni, Giambattista;All’eccellentissimo Signor D. Giuseppe Pietra ;Pietra, Giuseppe;Vita / di S. Domenico fondatore dell’Ordine de’ Predicatori descritta ed illustrata / con note da Giovambatista Melloni Prete della Congregazione dell’Oratorio di / Bologna. Opera postuma riveduta e notabilmente accresciuta;Manfredi;Nella Stamperia del Manfredi;Naples;Episodes of religious piety in the city of Soriano during the earthquakes that struck it between the 17th and 18th centuries.;;1791;Italian;Prose;;Montserrat, Biblioteca de la Abadia XLVIII 4° 27;https://books.googleusercontent.com/books/content?req=AKW5QaeP0kBrXCUlJV1qkMo8PBiSNJO7aWlEWes5UYWxp5DXVJztLEQmOftdK0MUaE0QM59-1ZKGMMhS_ep7YK574lsbDzKvFKqDhxzdidj3ln3C42hkF_3nKUcQ3v7IZgxP4kNPSQ1c1LeZzDF1v9U6mB2hh62tBf24M7ECMXJHLcEoJ9lAxmA5s2gmb85XoGqImsBt5;;;SENSORIALITÀ E MATERIALITÀ→Sensazioni uditive;
P-1783-ME-0214;1783 Messina Earthquake;Montbelli, Juan Antonio;;;Relación histórico-física de los terremotos acaecidos en Messina, en el corriente año de 1783. Traducida fielmente de la que en idioma italiano se ha impreso en aquella ciudad, remetida por el sr. don Juan Antonio Montbelli, natural y vecino de la misma, a su tío, el sr. don Andrés Montbelli, cavallero de la Real Orden Constantiniana, cónsul de S. Mag. Siciliana en la presente ciudad;Altés, Raimundo (Widow of);viuda de Raymundo Altés;Barcelona;;;1783;Spanish;Prose;Null;Barcelona, Biblioteca de Catalunya F. Bon 3233;;I-1783-ME-0363 / 1783 Messina Earthquake / View of the City hit by the Tsunami (This document includes);;;foto Milena
P-1783-ME-05C8;1783 Messina Earthquake;;;;Mercurio Histórico y Político, que contiene el estado presente de la Europa, lo sucedido en todas las Cortes, los intereses de los Príncipes y generalmente todo lo más curioso perteneciente al mes de marzo de 1783;;En la Imprenta Real;Madrid;;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012214790;;;;
P-1783-ME-05C9;1783 Messina Earthquake;;;;Mercurio Histórico y Político, que contiene el estado presente de la Europa, lo sucedido en todas las Cortes, los intereses de los Príncipes y generalmente todo lo más curioso perteneciente al mes de abrile de 1783;;En la Imprenta Real;Madrid;;"Genoa;Messina";1783;;;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012214887;;;;
P-1783-ME-05CA;1783 Messina Earthquake;;;;Mercurio Histórico y Político, que contiene el estado presente de la Europa, lo sucedido en todas las Cortes, los intereses de los Príncipes y generalmente todo lo más curioso perteneciente al mes de noviembre de 1783;;En la Imprenta Real;Madrid;;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012215586;;;;
P-1783-ME-05CC;1783 Messina Earthquake;;;;Gaceta de Madrid (n. 26);;En la Imprenta Real;Madrid;Report from Naples, 1783. 03. 06;Naples;1783;Spanish;Prose;;Madrid, Biblioteca Nacional de España ;https://www.boe.es/diario_gazeta/comun/pdf.php?p=1783/04/01/pdfs/GMD-1783-26.pdf;;Report written by the King about an Earthquake caused in the city addressed to the Senate of Messina;;
P-1783-ME-05CD;1783 Messina Earthquake;;;;Gaceta de Madrid (n. 54);;En la Imprenta Real;Madrid;Report from Genoa, 1783. 06. 21;Genoa;1783;;;;Madrid, Biblioteca Nacional de España ;https://www.boe.es/diario_gazeta/comun/pdf.php?p=1783/07/08/pdfs/GMD-1783-54.pdf;;;;
P-1783-ME-09DF;1783 Messina Earthquake;Pensante Paloritano;;;Descrizione del terribile terremoto de, 5 Febraro 1783 che afflisse la Sicilia, distrusse Messina en gran parte della Calabria, poesie;Mazzola-Vocola, Vincenzo;presso Vincenzo Mazzola-Vocola;Naples;;;1784;Italian;Verse;;Wien, Osterreichische Nationalbibliothek *38.R.41;http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ183694201;;;;
P-1783-ME-09E0;1783 Messina Earthquake;Hamilton, William;;;Relazione Dell' Ultimo Terremoto Delle Calabrie Et Della Sicilia : Inviata Alla Societa' Reale Di Londra;Della Rovere;Nella Stamperia Della Rovere;Florence;;;1783;Italian;Prose;;Wien, Osterreichische Nationalbibliothek 256740-B;https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ164082203;;;;
P-1783-ME-09E2;1783 Messina Earthquake;Gallo, Andrea;;;"Lettere scritte da Andrea Gallo e dirizzate al signor Cavaliere N.N. delle Reali Accademie di Londra, Bordò e Upsal pelli terremoti del 1783 con un giornale meteorologico de’ medemi; aggiuntavi anche la relazione di, quei di Calabria";di Stefano, Giuseppe ;per Giuseppe di Stefano Regio Impressore nel Piano dello Spirito S.;Messina;;;1784;;;;Wien, Osterreichische Nationalbibliothek 20.R.43;http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ206587405;;;;
P-1783-ME-09E5;1783 Messina Earthquake;Vivenzio, Giovanni;;;Istoria e teoria de'tremuoti in generale ed in particolare di quelli della Calabria, e di Messina del 1783;Stamperia Regale;Nella Stamperia Regale;Naples;;;1783;Italian;Prose;;Wien, Osterreichische Nationalbibliothek *44.Q.4;http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ178644303;;;;con tavole ripiegate da schedare, cercare un altro esemplare digitalizzato (Milena)
P-1784-SE-0215;1784 Seville Flood;De Thena y Malfeito, Josef;;;Llanto de Sevilla causado de la portentosa avenida, conque a principios de este año de 1784, y fines del precedente su gran río Guadalquivir inundó sus campos y arrabales extra-muros: canción fúnebre o elegía Sevilla;Padrino, José;Por Joseph Padrino en calle Génova;Seville;;;1784;Spanish;Verse;Null;Seville, Biblioteca de la Universidad de Sevilla A 055/036(24);https://archive.org/details/A0160274v1;;;;
P-1784-SE-05D6;1784 Seville Flood;;;;Mercurio de España;;En la Imprenta Real;Madrid;See Noticia de la inundación que se experimentó en la Ciudad de Sevilla el 19 de Diciembre del año próximo pasado de 83, y daños que ocasionó (fol. 181);Seville;1784;Spanish;Prose;;Madrid, Biblioteca Nacional de España Z/45077;https://hemerotecadigital.bne.es/hd/viewer?oid=0002000701;;;;
P-1787-SA-0216;1787 Sanguesa Flood;;;;Relación verdadera del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, En que prosigue la verdadera relación del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año 1787;Cervera, José Esteban;Por Joseph Estevan y Cervera;Valencia;;;1787;Spanish;Verse;Null;Valencia, Universitat de València, Biblioteca Històrica BH Var. 032(74-75);http://weblioteca.uv.es/cgi/view.pl?source=uv_im_i20089569;I-1787-SA-0369 / 1787 Sanguesa Flood / The Virgin and Child (This document includes);;;GS per Milena: devo vedere foto per completare dati bibliografici
P-1787-SA-0217;1787 Sanguesa Flood;;;;Relación verdadera del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, en que prosigue la verdadera relación del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año 1787;Cervera, José Esteban;Por Joseph Estevan y Cervera;Valencia;;;1787;Spanish;Verse;Null;Sabadell, Biblioteca Miquel Carreras Ro 1468 C8/10;https://fboschcardellach.omeka.net/items/show/61;I-1787-SA-036A / 1787 Sanguesa Flood / The Virgin and Child (This document includes);;;GS per Milena: devo vedere foto per completare dati bibliografici
P-1787-TO-0218;1787 Tortosa Flood;Mondeli, Juan Bautista;;;Relación de lo acontecido en la ciudad de Tortosa con la inundación del rio Ebro, que empezó el día 8 de octubre de este corriente año de 1787;Cid, José;por Josef Cid impresor y libretero;Tortosa;;;1787;Spanish;Prose;Null;Barcelona, Biblioteca de Catalunya Tor. 741/7-8º;;I-1787-TO-036B / 1787 Tortosa Flood / Coat of Arms of the City of Tortosa (This document includes);;;foto Milena
P-1787-TO-0219;1787 Tortosa Flood;;;;Mera relación de lo sucedido en la ciudad de Tortosa por la inundación, causó el río Ebro, en el día 8 de octubre de 1787 hasta el 16 del mismo, que bolvieron las aguas a su cauze. Compuesta por d. Diego Martínez, que padeció sus aflicciones;Compte, Rafael;Por Rafael Compte, impressor y librero, vive en la calle Mayor;Reus;;;1790;Spanish;Prose;Null;Barcelona, Universitat de Barcelona, Biblioteca de Reserva B-45/3/18-9;https://www.bidiso.es/CBDRS/upload/ejemplares/7127/digitalizado/201711171251__b-45_4_3_4_18-9.pdf;;;;
P-1788-VA-021A;1788 Valladolid Flood;;;;Manifiesto o memoria de las desgracias ocurridas el día 25 de febrero de este año de 1788, con la extraordinaria creciente del río Esgueva;Santander, Tomás (Widow of, heirs of);Por la viuda e hijos de Santander;Valladolid;;;1788;Spanish;Prose;Null;Barcelona, Biblioteca de Catalunya R(9)-8-464;http://bibliotecadigital.jcyl.es/es/consulta/resultados_ocr.cmd?buscar_cabecera=Buscar&tipo=elem&id=2145&tipoResultados=BIB&posicion=17&forma=ficha;I-1788-VA-036C / 1788 Valladolid Flood / Map of Valladolid with the Areas affected by the Flood (This document includes);;;
