Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1631-VE-08D3;1631 Vesuvius Eruption;Caraccioli, Francesco Maria;All'eminentiss. et reverendiss. il signor cardinale Gregorio Barbarigo Principe di S. Chiesa vescovo di Padoa etc.;Barbarigo, Gregorio;Decade oratoria composta dal reverendissimo padre D. Francesco Maria / Caraccioli chierico regolare, predicatore delle Maestà Cesaree nella Cappella / Imperiale dell’augustissima imperatrice Eleonora;Pasquati, Giovan Francesco;Per il Pasquati;Padua;The preacher recalls the struggle between San Gennaro and Vesuvio, described as a terrible Giant looming over the city. The saint is also compared to dew because it is capable of quenching the lusts of mortals.;;1667;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III e-ia g.f. di'- glGa (3) 1667 (A);https://books.googleusercontent.com/books/content?req=AKW5Qaey-yicRwbl7Y20qPb6MBGQVdd0tCoDON0EbKSj_FlvmFs0vyZb4MsU8Grk51LDe2eY5vtw8NIuWSiz_1Y5SShtAXl78VsrMgmINpg_GRchTt2GSYiTqIdkghY7_qSZqjbtkGFwqUCp-q_bYhApFELEC5NAR88oMJXHPqpQx5y_xbNm-692VMMvHzNYxbAv61tuF;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1631-VE-08D5;1631 Vesuvius Eruption;d'Amico, Carlo;;;"Bilancio / spirituale dell’anima in cui si tratta d’Esercitij, Meditationi, e Discorsi / adornati con devote curiosità, tanto della Divina Scrittura, quanto ancora / della Mistica Theologia divisa in dieci giorni, con alcun’altre pie / Considerationi all’istessa materia appartenenti per raccoglier l’Anima in sante / Solitudini, veramente necessarie, &amp; efficaci per convincere l’intelletto di / chi considera unirsi con Dio, Utili à quelli, che fan professione di Spirito, / &amp; à Predicator ancòr giovevoli";d'Anselmo, Domenico;Per Domenico d'Anselmo;Palermo;The natural disasters that occurred in Sicily and Naples due to the sins of men are told.;;1671;Italian;Prose;;Lyon, Bibliothèque jésuite des Fontaines SJ A 514/52;https://books.googleusercontent.com/books/content?req=AKW5QadS3Tm3q8pQh10qZ46-6pj7MStjEMqhEyJ33scUrflAzTj2FoRWmTWrj7FBZlRarDzmz8o6YXaWI5MHwZeWVOPzIfTaejFiTBG02tpAyBgdNQtywYlzKERT5_Q3VngZKxeEau89O03oDERWQcPwxji0t0cff2pXlEwZfv5PpjDjg_wEjW_fbscD9Ntv1Sqw_bzX1;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
P-1631-VE-08D7;1631 Vesuvius Eruption;Fiorillo, Innico;All'Eminentissimo Cardinal Carlo Barberini;Barberini, Carlo;Panegirici;Passaro, Giacinto;Per Giacinto Passaro;Naples;;;1670;Italian;Prose;;Biblioteca Nazionale Centrale di Firenze A-2B⁸ 2C⁸(-2C8).;https://books.googleusercontent.com/books/content?req=AKW5QadklbZB8a0LESXJbxKJGQthtXbPKTcAg8jhlq2Gzao5lonnBiJ3ZXlShooCHWe8SLH7fEEKLf3Z-KMxo_gMpGkukpR4EAxGQTPkwL2R38GIX7gv7x2AJcj9UCQ8CPHBSAKruC8oej-PtDz8DGuSPPw2NdFPobbgPLSUnAir-_vfIpB4ubWd-f50ZEW0lBTRx0meQ;;;TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali;
P-1631-VE-08DA;1631 Vesuvius Eruption;Sesti, Lodovico;All'Eminentissimo, e Reverendissimo Cardinal Giovan Battista Spada;Spada, Giovan Battista;Panegirici sacri del padre maestro f. Lodovico Sesti Lucchese de' / predicatori;Hertz, Giovanni Giacomo;Presso Giovanni Giacomo Hertz;Venice;The preacher recalls the fight between Vesuvio and San Gennaro. Furthermore, he urges the audience not to limit themselves in praise: the Saints above all want to be imitated in their actions.;;1679;Italian;Prose;;Biblioteca Nazionale Centrale di Firenze a⁸ A-V⁸;https://books.googleusercontent.com/books/content?req=AKW5QadckuLB3ghY3sGl2JmOf7vuzEp3CJBgozrLxP9uY94NuGLEF_Jt4sdYmjdyFB1O0dma9ThovKLzSjzzVCvpgY1vrO7i_uKR6tNbr_HvfDqF44rz9kNT4vTl-h_WI5tENAkvp7D1AwT5UHB-asPPkoZu7caveUckv_QW_kzlf6UT84NBGe_W1xJbqBRtmb-vo-cmn;;;SENSORIALITÀ E MATERIALITÀ→Sensazioni uditive;
P-1631-VE-08DC;1631 Vesuvius Eruption;Zuccarone, Francesco;;;Panegirici sacri;di Fusco, Luc'Antonio;Per Luc'Antonio di Fusco;Naples;;;1670;Italian;Prose;;Madrid, Biblioteca de la Universidad Complutense de Madrid BH FLL 17790;https://books.googleusercontent.com/books/content?req=AKW5QafMTRO1EEjMzubPB8qecFTQRAK94zfvYhvzqdQHd15UG2q8jrTwKN34G0Bk6fRjwACwNMgIhSUD6xpRvztRdLKxN1aAtiSYPG2BujPCifo4XGTqiZHfEui_4TjkMVsr6W3H2fW7hFRr5x9lIk_5OTB5jJFeQw6qGlGPaRheO61ClIZWAT9UoaU9861O6jo8AuWNE;;;TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali;
P-1631-VE-092B;1631 Vesuvius Eruption;Oliva, Nicolò Maria;Scritta all’illustriss. signor abbate d. Flauio Ruffo.;Ruffo, Flavio;Lettera del signor Nicolò Maria Oliva scritta all’illustriss. signor abbate d. Flavio Ruffo. Nella quale dà vera e minuta relatione delli segni, terremoti, e incendii del monte Vessuvio, cominciando dalli 1o del mese di decembre 1631 per insino alli 5 di gennaro 1632;Cirillo, Decio;In Napoli, et ristampata in Palermo: per Decio Cirillo, 1632;Palermo;;Naples;1632;Italian;Prose;;Palermo, Biblioteca Centrale della Regione Siciliana Alberto Bombace MISC. A.30.17;;"P-1631-VE-0085 / 1631 Vesuvius Eruption / Lettera del signor Nicolò Maria Oliva scritta all’illustriss. signor abbate D. Flavio Ruffo, nella quale dà vera e minuta relatione delli segni, terremoti, incendii del monte Vessuvio, cominciando dalli 10 del mese di decembre 1631 per insino alli 5 di gennaro 1632 (Very similar to); P-1631-VE-0086 / 1631 Vesuvius Eruption / Lettera del signor Nicolò Maria Oliva scritta all’illustriss. signor abbate D. Flavio Ruffo, nella quale dà vera e minuta relatione delli segni, terremoti, incendii del monte Vessuvio, cominciando dalli 10 del mese di decembre 1631 per insino alli 5 di gennaro 1632 (Very similar to)";;;
P-1631-VE-0964;1631 Vesuvius Eruption;Filomarini, Domenico;All'eccellentissimo signore D. Francesco Moles;Moles, Francesco;Il Santo che sempre vive a gloria di nostra fede San Gennaro, glorioso vescovo e martire;Figueró, Rafael;Impressa in Barcellona: per opra di Raffaele Figueró;Barcelona;;;1711;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 154 I 12 (0004;https://books.googleusercontent.com/books/content?req=AKW5QachMunpk8Sj0_HjYO0mqrLXnFSA-2oO_kRsNZJJjd4IIV48BABCViGpuALYKZ2olULFPVcYoboZvZVI8pNgHeCIzB3U5GX33cJJizbaB3L0skMeK3bN-8HI1Pxh9XhHkhIAEHnWXD9VCaa0yKdpasuR_rScp9YB7Dxb1ov2ZF5uT6NE8bwk0DPy61xtlFp0RYMt2;;;TOPOI DELLA NARRAZIONE→Relazione tra eventi terreni e divini;
P-1631-VE-0969;1631 Vesuvius Eruption;Ayrola, Ludovico (M. R. P. Maestro F.);;;;Monaco, Michele;;Naples;;;1688;;;;"L'Aquila, Biblioteca Provinciale Salvatore Tommasi SEIC. B 271; Bari, Biblioteca Nazionale Sagarriga Visconti-Volpi A II 0019; Bari, Biblioteca Nazionale Sagarriga Visconti-Volpi MAG 53 O 0012; Campobasso, Biblioteca Padre Domenico Piccirilli BPDP 4 D  08; Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 140 C 53; Naples. Biblioteca Universitaria SALA 12 011 17; Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.E. 060; Salerno, Biblioteca Provinciale LIB.ANT. III 29 B 27";http://www.bibliotecanapoletana.it/assets/archivio/libri/religione03/071.pdf;;;;
P-1631-VE-096E;1631 Vesuvius Eruption;Ayrola, Ludovico;;;L'arco celeste, overo il trionfo di Maria dell'Arco e suoi miracoli. E dato in luce per il m.r.p. maestro F. Ludovico Ayrola;Monaco, Michele;In Napoli: per Michele Monaco, 1688;Naples;;;1688;Italian;Mixed;;"Salerno, Biblioteca Provinciale LIB.ANT. III 29 B 27; L'Aquila, Biblioteca Provinciale Salvatore Tommasi B 271; Campobasso, Biblioteca Padre Domenico Piccirilli BPDP 4 D  08; Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 140 C 53; Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.E. 060; Naples. Biblioteca Universitaria SALA 12 011 17; Bari, Biblioteca Nazionale Sagarriga Visconti-Volpi A II 0019; Bari, Biblioteca Nazionale Sagarriga Visconti-Volpi MAG 53 O 0012";;P-1631-VE-096F / 1631 Vesuvius Eruption / L' arco celeste overo il trionfo di Maria dell'Arco, e suoi miracoli (Very similar to);;;Non mi permette di inserire un'altra reference copy (dice 'The entry already exist', ma poi nella lista non c'è): Naples, Biblioteca della Pontificia facoltà dell'Italia Meridionale Sezione S. Tommaso C 70.5.14.
P-1631-VE-0A36;1631 Vesuvius Eruption;Venturini, Tommaso Niccolò;Dedicata / al Reverendissimo Padre Tommaso Ripoll Maestro Generale del medesimo Ordine;Ripoll, Tommaso;Storia, grandezze, e miracoli di Maria Vergine del Santissimo Rosario / secondo il corso delle Domeniche, e Feste di tutto l’Anno ;Recurti, Giovan Battista;Appresso Giovan Battista Recurti;Venice;The text recalls the miracle performed by the Madonna del Rosario during the eruption of Vesuvio in 1631.;;1732;Italian;Prose;;Lyon, Bibliothèque jésuite des Fontaines A 196/8;https://books.googleusercontent.com/books/content?req=AKW5QacNaAyFJhqbJaD1Y1AL9wsERTTAoUYWtGOqrkLooNhUTdz5pTuHa5RZUsOYlumtm5eUTEACIPsPbrchbiUtUdYQEaxVZvxrhzkQWNC6CAx6YnlB4Z8ihe-sl55m1Aff5OGiAkptZ2DjR7SJ-mkXwj4DiL-_5vB8Q2OSZBfm1s86OJgvRCi2dkom2xuVd-LvXxmIX;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
P-1631-VE-0A4D;1631 Vesuvius Eruption;Croiset, Jean;;;Esercizi / di pietà per tutti i giorni dell’anno, che contengono l ' Esplicazione del / Mistero, ovvero la Vita del Santo onorato in quel giorno, con più Riflessioni / sopra la Pistola, una Meditazione sopra il Vangelo della Messa, e molte / Pratiche di Pietà per ogni sorta di Persone ;Fracasso, Domenico;Presso Domenico Fracasso;Venice;Re-enactment of the saving role of San Gennaro during the eruption of Vesuvio in 1631.;;1794;Italian;Prose;;Madrid, Biblioteca de la Universidad Complutense de Madrid 24 C 87 G;https://books.googleusercontent.com/books/content?req=AKW5Qafpmp9YK1Ez-6A7uQIEI8-zCclijd7WyW0-WMMk6ZaM-lgh8pK1MPgzk0DmK1pFRwHnrrcZZHulPeCBWAfjNIvCCrQs7F1FggK_z5j22ZnF9rouFBo9NTZrwbRG9p3gaHEKYLV2wtdo-YAt0QGk6kYMgBucXDEwGRVVNc8KFjT1j3wY8JBymlu9FpLSpNUHEObEd;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1631-VE-0A66;1631 Vesuvius Eruption;Diez de Aux, Domenico;Al Sacro Patareo splendor della Licia Gran Vescovo di Mira Nicolò di Bari ...;Saint Nicholas;Pascoli / sacri di monsignor D. Domenico Diez de Aux vescovo di Gerace;Roselli, Domenico;Nella Stamperia di Domenico Roselli;Naples;Re-enactment of the recent eruption of Vesuvio, caused above all by bad justice.;;1714;Italian;Prose;;Wien, Osterreichische Nationalbibliothek 21.H.40;https://books.googleusercontent.com/books/content?req=AKW5QafWJsc4ZKx1OvV6FuXPLFfvHrh7Zqd8S-pyn9rBeOaHmjn6TOn02MAx5xm--MY8gsp_8T4ZJUuauOhM9LzMiyb9qw7e2I6h6p_mZn20beO54dZKO-snZXnp-g6VaeOOicYaqJw0X3mYaIm3Vc-w591xxW4DX1CDvyTraPZ93WSN8fEqo3zaoDNltIOJfNDMdm8TO;;;SENSORIALITÀ E MATERIALITÀ→Contrasto visuale tra luce e oscurità;
P-1636-ET-010C;1636 Etna Eruption;Carrera, Pietro;All'Illustrissimo Senato della Clariss.ma Città di Catania;Senato of Catania;Poesie di don Pietro Carrera pertinenti alle materie di Mongibello, e del sacro velo della gloriosa S. Agatha;Rossi, Giovanni;In Catania, nel Palazzo dell'Illustriss. Senato. Per Gio. Rossi;Catania;;;1636;Italian;Verse;Null;Zurich, ETH Library Rar 6100;https://www.e-rara.ch/zut/pbifriedlaender/content/zoom/7271614;I-1636-ET-02B2 / 1636 Etna Eruption / St Agatha of Sicily (This document includes);;;
P-1636-SF-078B;1636 Salamanca Flood;Domínguez, Gaspar;a un amigo suyo;;Relación verdadera que escribió Gaspar Domínguez a un amigo suyo contándole la infeliz avenida del río Tormes, en Salamanca, a 3 de Febrero de 1636;;;;;;1636;Spanish;Verse;;Madrid, Biblioteca Nacional de España R/13638;;;On the last page there is a sonnet: A la fragilidad humana. Soneto. Por Iacinto Tabernier';COMUNITÀ/ EFFETTI SOCIALI→Attenzione/compassione per le vittime;
P-1636-VA-010D;1636 Valladolid Flood;;;;Successo lastimoso que en la ciudad de Valadolid ha causado la inundación del río Pisuerga;Morillo, Gerónimo;En casa de Gerónimo Morillo;Valladolid;;;1636;Spanish;Prose;5035871;Murcia, Universidad de Murcia, Biblioteca General Antonio de Nebrija S-B-3527(13);https://bibliotecafloridablanca.um.es/bibliotecafloridablanca/bitstream/11169/1031/1/S-B-3527%2813%29a.pdf;;;;
P-1637-LI-0A9E;1637 Lima Flood;Ponsi, Domenico;;;Ristretto / della vita, virtù, e miracoli del Ven. Servo di Dio Fr. Martino Porres / Terziario Professo dell’Ordine del Glorioso Patriarca S. Domenico compilato dal / molto Rev. Padre Maestro Fra Domenico Ponsi del medesimo Ordine;Mainardi, Girolamo;Nella / Stamperia della Venerabile Cappella del SS. SACRAMENTO appresso Girolamo / Mainardi Stampatore Camerale;Urbino;Martino Porres stops the flooding of the Rìmac river near Lima by throwing three stones into it.;;1734;Italian;Prose;;New York, Public Library 408632A;https://books.googleusercontent.com/books/content?req=AKW5Qad5rKZsCIGLypOpdkPRg0ml1I7O2rVIhmQQFopYzlE6WUGHinelMTsqnYCG3KME_0t5FNSOnUBSlvrWy0VmvWa_Xf1TVv6HqxQrcRS3qN3VACrMqG95uLrSHEyjfuKUjaFjlKc1UosrIcqfjXvjFLGmjfpE6iTxpl3zS5RJyZD8oa5Q-R-xP5y7pa6uXNlb5358g;;;TOPOI DELLA NARRAZIONE→Rovine;
P-1638-CA-0110;1638 Calabria Earthquake;Colla Aurigemma, Giovanni;;;Altra vera, e più piena relatione de' gran prodigii e spaventosi terremoti nuovamente occorsi nell’una, e nell’altra Calabria sotto il dì 27 di marzo 1638. Col nome delle città, castelli, ville, e luoghi rovinati per causa di detto terremoto, con mortalità d’innumerabili persone;Ferroni, Clemente;Stampata ad instanza di Agostino Pasquetti Romano. In Bologna presso Clemente Ferroni 1638. Con licenza de' superiori;Bologna;;;1638;Italian;Prose;4011903;Rome, Biblioteca Casanatense VOL MISC.387 14;https://books.google.fr/books?vid=IBCR:BC000025290&redir_esc=y;I-1638-CA-02B4 / 1638 Calabria Earthquake / Rural Landscape (This document includes);;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Narrazione in prima persona, dialoghi;
P-1638-CA-0111;1638 Calabria Earthquake;;;;Compassionevole relazione delli spaventosi terremoti occorsi nella Calabria, et altri luoghi. Col nome delle città, e terre sommerse, e rovinate da detti terremoti. Seguiti questo presente anno 1638 alli 27 di marzo;Nesti, Pietro;Nella stamperia di Pietro Nesti 1638. Con licenza de' superiori;Florence;;;1638;Italian;Prose;4046099;"London, British Library General Reference Collection 1578/3579; Florence, Biblioteca Nazionale Centrale V.MIS Misc.72.17";http://access.bl.uk/item/viewer/ark:/81055/vdc_100028412043.0x000001;I-1638-CA-02B5 / 1638 Calabria Earthquake / City View from the Sea (This document includes);;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
P-1638-CA-0112;1638 Calabria Earthquake;Bumaldi, Antonio  Montalbani, Ovidio;;;Vera relatione de' gran prodigii e spaventosi terremoti nuovamente occorsi nell’una, e nell’altra Calabria sotto il dì 26 di marzo 1638. Col nome delle città, castelli, ville, e luoghi rovinati per causa di detto terremoto, con mortalità di più di cinquantamilla persone;Ferroni, Clemente;Stampata ad instanza di Agostino Pasquetti Romano. In Bologna presso Clemente Ferroni;Bologna;;;1638;Italian;Prose;4011902;"Rome, Biblioteca Casanatense VOL MISC.387 15; Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 26r-27v";https://books.google.fr/books?vid=IBCR:BC000025377&redir_esc=y;I-1638-CA-02B6 / 1638 Calabria Earthquake / Landscape with a Figure (This document includes);"Transcription of the text by CFTI5Med in&nbsp;https://storing.ingv.it/cfti/cfti5/pdf_T/000107-052027_T.pdf";MEMORIA / PASSATO E PRESENTE→Cronologia con altri eventi;
P-1638-CA-0113;1638 Calabria Earthquake;;;;Vera relatione del spaventevole terremoto successo alli 27 di marzo su le 21 hore, nelle provincie di Calabria Citra, et Ultra. Dove si narrano tutte le rovine causate nelle città, terre, e castelli, con li nomi di essi, e con la morte delle persone;Grignani, Lodovico;Appresso Lodovico Grignani;Rome;The report provides information on the different towns and villages affected by the earthquake. The number of dead and saved are given for each location.;;1638;Italian;Prose;4043307;"Rome, Biblioteca Casanatense VOL MISC.288 11; Rome, Biblioteca Casanatense VOL MISC.387 13; Madrid, Biblioteca Nacional de España Mss 2369, h. 393r-396v";https://books.google.fr/books?vid=IBCR:BC000025289&redir_esc=y;"I-1638-CA-02B7 / 1638 Calabria Earthquake / City View from the Sea (This document includes); P-1638-CA-0114 / 1638 Calabria Earthquake / Verdadera relación del espantable terremoto, sucedido a los veynte y siete de março de 1638 a las tres horas de la tarde, en la provincia de Calabria Citerior y Ulterior, en que se cuentan las ruynas grandes, destruciones de tierras, ciudades, villas, aldeas y castillos, con sus nombres, y muertes de sus habitantes. Impressa en Roma y traduzida de italiano en castellano por Francisco de Firmamante (This document is translated in)";"Transcription of the text by CFTI5Med in&nbsp;https://storing.ingv.it/cfti/cfti5/pdf_T/000107-470009_T.pdf";SENSORIALITÀ E MATERIALITÀ→Sensazioni uditive;
P-1638-CA-0114;1638 Calabria Earthquake;Firmamante, Francisco de;;;Verdadera relación del espantable terremoto, sucedido a los veynte y siete de março de 1638 a las tres horas de la tarde, en la provincia de Calabria Citerior y Ulterior, en que se cuentan las ruynas grandes, destruciones de tierras, ciudades, villas, aldeas y castillos, con sus nombres, y muertes de sus habitantes. Impressa en Roma y traduzida de italiano en castellano por Francisco de Firmamante;Nogués, Gabriel;Por Gabriel Nogués en la calle de Santo Domingo;Barcelona;;Rome;1638;Spanish;Prose;5023763;Madrid, Biblioteca Nacional de España MSS/2369 (h.126r.-129v.);http://bdh-rd.bne.es/viewer.vm?id=0000254676&page=1;"I-1638-CA-02B8 / 1638 Calabria Earthquake / Human Figure Measuring an Obelisk (This document includes); P-1638-CA-0113 / 1638 Calabria Earthquake / Vera relatione del spaventevole terremoto successo alli 27 di marzo su le 21 hore, nelle provincie di Calabria Citra, et Ultra. Dove si narrano tutte le rovine causate nelle città, terre, e castelli, con li nomi di essi, e con la morte delle persone (This document is a translation of)";;INTERPRETAZIONE→Punizione per i peccati degli uomini;Foto Schiano es. manoscritto BNE MSS/2369
P-1638-CA-0115;1638 Calabria Earthquake;;;;Vera, e real relatione del spaventevole terremoto successo alli 27 di marzo su le 21 hore, nelle provincie di Calabria Citra, et Ultra. Dove si narrano tutte le rovine causate nelle città, terre, e castelli, con li nomi di essi, e con la morte delle persone;Barbieri, Domenico;"Per Domenico Barbieri, 1638; nella Corte del Pavaglione. Con licenza de' superiori";Bologna;;Rome;1638;Italian;Prose;Null;Faenza, Biblioteca Comunale Manfrediana M. Z.N. 047 007;;;Riferimento nell'ultima parte della relazione ad attività eruttiva del Vesuvio nella notte del 3 aprile 1638;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;Foto Annachiara.
P-1638-CA-0116;1638 Calabria Earthquake;Recupito, Giulio Cesare;Ad Eminentissimum, ac Reverendissimum S.R.E. Cardinalem Barberinum;Barberini, Francesco;De novo in universa Calabria terræmotu congeminatus nuncius;Savio, Francesco;Typis Francisci Sauij Typogr. Cur. Archiep.;Naples;;;1638;Latin;Prose;4014008;Florence, Biblioteca Nazionale Centrale MAGL.1.6.412./b;https://archive.org/details/ita-bnc-mag-00000935-002/page/n6/mode/1up;I-1638-CA-02B9 / 1638 Calabria Earthquake / Emblem of the Jesuit Order (This document includes);;;controllare e aggiungere le altre edizioni censite in USTC
P-1638-CA-0117;1638 Calabria Earthquake;Di Somma, Agazio;All'eminentiss. e Reverendiss. Signore Patron mio Colendissimo il Sig. Cardinal Buoncompagno;Boncompagni, Francesco (Archbishop of Naples);Historico racconto de i terremoti della Calabria dall'anno 1638 fin’anno 41, composto dal sig. Agatio di Soma;Cavallo, Camillo;Appresso Camillo Cavallo;Naples;;;1641;Italian;Prose;4016072;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A 110;https://books.google.es/books?id=LH85AAAAcAAJ&printsec=frontcover&dq=inauthor:%22Agazio+Di+Somma%22&hl=ca&sa=X&ved=0ahUKEwjhgJDGqt_iAhUpBWMBHff1AgUQ6AEINDAC;;;;
