Record;Event;Artist;Description;Date;Museum/Institution;Medium and support;Dimensions;Related images or documents;Author;Recipient/dedicatee;Title;Printer;Place;Reference copy-ies;Inscriptions;Link;Analytic tags;Private notes
I-1756-VA-0353;1756 Valencia Locust plague;Unknown;Two Locusts;1756;;Woodcut;;P-1756-VA-020F / 1756 Valencia Locust plague / Primera parte. Lamentables noticias del daño que ha ocasionado la langosta que se ha introducido por Andaluzía, Murcia, Orihuela, y en Alicante, y lugares de la Mancha, Cierra de Arcaraz, y en lugares del Reyno de Valencia, como lo verá el discreto lector, en este presente año 1756. Segunda Parte. Lastimoso romance donde se declara el desgraciado fin que tuvo un desesperado hombre blasfemo, en la Cierra de Alcaraz, que por averle la langosta comido todos los trigos, y haverle dexado uno sin tocárselo, blasfemando contra Dios, fue, y le dio fuego, y la langosta se bolviá contra él, y le comió los hojos, y la carne, este año de 1756 (This document is included in);Unknown;;Primera parte. Lamentables noticias del daño que ha ocasionado la langosta que se ha introducido por Andaluzía, Murcia, Orihuela, y en Alicante, y lugares de la Mancha, Cierra de Arcaraz, y en lugares del Reyno de Valencia, como lo verá el discreto lector, en este presente año 1756. Segunda Parte. Lastimoso romance donde se declara el desgraciado fin que tuvo un desesperado hombre blasfemo, en la Cierra de Alcaraz, que por averle la langosta comido todos los trigos, y haverle dexado uno sin tocárselo, blasfemando contra Dios, fue, y le dio fuego, y la langosta se bolviá contra él, y le comió los hojos, y la carne, este año de 1756;Unknown;Valencia;Valencia, Biblioteca Serrano Morales R 18688;;;;foto Milena
I-1756-VA-0354;1756 Valencia Locust plague;Unknown;St Gregorio Ostiense;1757;;Woodcut;in 8º format (high 14 cm);"P-1756-VA-0210 / 1756 Valencia Locust plague / Extracto de la vida de S. Gregorio Ostiense, obispo y confessor, protector contra la plaga de la langosta, oruga, pulgón y demás nocivos insectos, sacada del Flos Sanctorum del Señor S. Benito, y del Acta Sanctorum del padre Daniel Papebrochio, y sus continuadores de la Compañía de Jesús. Tom.2. del Mes de Mayo día 9. Por el P. Luis de Valdivia de la Sanctisima Compañía, presidente de la Sagrada Theología en su colegio de los santos apostoles San Bartolomé y Santiago el Mayor de esta ciudad. Dalo a luz pública su hermano el doctor don Antonio de Valdivia y Vazquez; colegial que fue, del Real de Santa Cruz de la Fee, Imperial Universidad de Granada, canónigo que su santa metropolitana iglesia y examinador synodal de su Arzobispado, quien lo dedica al mismo sr. san Gregorio Ostiense (This document is included in)";de Valdivia y Vázquez, Antonio;;"Extracto de la vida de S. Gregorio Ostiense, obispo y confessor, protector contra la plaga de la langosta, oruga, pulgón y demás nocivos insectos, sacada del Flos Sanctorum del Señor S. Benito, y del Acta Sanctorum del padre Daniel Papebrochio, y sus continuadores de la Compañía de Jesús. Tom.2. del Mes de Mayo día 9. Por el P. Luis de Valdivia de la Sanctisima Compañía, presidente de la Sagrada Theología en su colegio de los santos apostoles San Bartolomé y Santiago el Mayor de esta ciudad. Dalo a luz pública su hermano el doctor don Antonio de Valdivia y Vazquez; colegial que fue, del Real de Santa Cruz de la Fee, Imperial Universidad de Granada, canónigo que su santa metropolitana iglesia y examinador synodal de su Arzobispado, quien lo dedica al mismo sr. san Gregorio Ostiense";Puerta, José de la;Granada;Madrid, Biblioteca Lázaro Galdiano inv. 12254;;;;foto Milena
I-1759-SE-0355;1759 Seville Fire;Unknown;St Roch;[1759];;Woodcut;;P-1759-SE-0211 / 1759 Seville Fire / Nueva relación en que declara el lamentable y horroroso incendio acaecido el día 9 de diciembre de este año de 1759 en la iglesia Parroquial del Señor San Roque extramuros de esta ciudad se refiere el estrago de alhajas, altares, archivo y todo lo demás que verá el curioso lector (This document is included in);Unknown;;Nueva relación en que declara el lamentable y horroroso incendio acaecido el día 9 de diciembre de este año de 1759 en la iglesia Parroquial del Señor San Roque extramuros de esta ciudad se refiere el estrago de alhajas, altares, archivo y todo lo demás que verá el curioso lector;Vázquez, Manuél Nicolás;Seville;Seville, Biblioteca Capitular y Colombina 25-3-14-042;;https://www.bidiso.es/CBDRS/upload/ejemplares/5328/digitalizado/201711171240__25-3-14---042.pdf;;
I-1761-SE-0356;1761 Seville Earthquake;Unknown;Coat of Arms of the City of Seville;[1761];;Woodcut;;P-1761-SE-0212 / 1761 Seville Earthquake / Nueva relación de el temblor de tierra, acaecido en la ciudad de Sevilla el día 31 de marzo de este presente año de 1761, el que comenzó a las doce, y media del día, y duró el espacio de quasi trece minutos, con el marabilloso efecto de no haver acaecido desgracia alguna en lo numeroso de su pueblo (This document is included in);Unknown;;Nueva relación de el temblor de tierra, acaecido en la ciudad de Sevilla el día 31 de marzo de este presente año de 1761, el que comenzó a las doce, y media del día, y duró el espacio de quasi trece minutos, con el marabilloso efecto de no haver acaecido desgracia alguna en lo numeroso de su pueblo;Navarro y Armijo, José;Seville;Madrid, Biblioteca Nacional de España VC/12593/5;;http://bdh-rd.bne.es/viewer.vm?id=0000054263&page=1;;
I-1765-NSE-0524;1765 New Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1765;;Oil on canvas;105 x 73 cm;;;;;;;;;http://52.183.37.55/artworks/10452;;
I-1766-VE-065B;1766 Vesuvius Eruption;"Pigonati, Andrea; Aloja, Giuseppe";Topographic view of Mount Vesuvius;1767;;Engraving;;;Pigonati, Andrea;;Descrizione delle ultime eruzioni del monte Vesuvio da' 25. marzo 1766. fino a 10' Dicembre dell'anno medefimo;Di Simone brothers (nella stamperia Simoniana')';Naples;Archivo General de Simancas MPD, 16, 073;Topografía del Monte Vesuvio cittá e terre vicine dimostrando i corsi delle lave vecchie e lïeruzioni del mese di marzo ed aprile MDCCLXVI;http://www.mcu.es/ccbae/es/consulta/registro.do?id=180337;;
I-1767-CA-0357;1767 Calabria Earthquake;Unknown;View of the City hit by the Earthquake;1767;;Woodcut;;;Unknown;;Relazione del Terremoto Seguito nelle due Calabrie, ed in particolare nelle Città di Cosenza, e Bisignano ed altre terre, e luoghi Circonvicini. Con la morte di molte persone, ed atterramento di Conventi, Fabriche, e Casamenti;Chracas, Luca Antonio;Rome;Private collection ;;https://www.maremagnum.com/libri-antichi/relazione-del-terremoto-seguito-nelle-due-calabrie-ed-in/156410647;;
I-1768-NSE-0523;1768 New Spain Earthquake;de Páez, José;St Emygdius as Intercessor against Earthquakes;after 1768;;Oil on copper;41,5 x 32 cm;;;;;;;;;https://www.liveauctioneers.com/item/47685181_jose-de-paez-mexican-1720-a-1790-saint-emygdius;;
I-1768-NSE-0358;1768 New Spain Earthquake;de Miranda, José;St Emygdius as Intercessor against Earthquakes;1768;;Oil on canvas;;;;;;;;;'Dios Nuestro Señor nos bendiga y nos defienda, nos dé auxilio y tenga misericordia de nosotros, vuelva a nosotros su piadoso rostro y nos de paz y santidad. Nuestro Señor bendiga esta casa y a todos los que en ella habitamos y nos libre del ímpetu del terremoto en virtud del dulcísimo nombre de Jesús. La verdadera sangre de Nuestro Señor Jesucristo nos libre de la peste, de la guerra, del rayo de los temblores y de todos enemigos. Amén. Santo Dios, Santo Fuerte, Santo inmortal';http://artecolonialamericano.az.uniandes.edu.co:8080/artworks/9143;;
I-1768-NSE-0525;1768 New Spain Earthquake;Morlete Ruiz, Juan Patricio;St Emygdius as Intercessor against Earthquakes;after 1768;;Oil on copper;58 x 45 cm;;;;;;;;;http://www.artnet.com/artists/juan-patricio-morlete-ruiz/san-emigdio-de-ascoli-patr%C3%B3n-de-los-terremotos-2-ZCJlBWAKAny0bsaVj13w2;;
I-1768-NSE-0526;1768 New Spain Earthquake;de Nava, José;St Emygdius as Intercessor against Earthquakes;1768;;Engraving;;;;;Novena de S. Emygdio, Obispo martyr, Apostol Ascolano, especial abogado contra los temblores de tierra;Real Colegio de S. Ignacio;Puebla de los Ángeles;Santiago de Chile, Biblioteca Nacional Sala Medina E.G. 1-13-1(14);;;;foto Milena
I-1768-NSE-0529;1768 New Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1768;;Oil on canvas;;;;;;;;;;https://colonialart.org/archives/subjects/saints/individual-saints/emygdius;;
I-1768-NSE-052A;1768 New Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1768;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/15078;;
I-1768-NSE-052B;1768 New Spain Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1768;;;55.8 x 45.7 cm;;;;;;;;;https://artsandculture.google.com/asset/san-emigdio-obispo-y-martir-unknown/HQHxL3k5gN70VA;;
I-1773-TU-0359;1773 Tungurahua Eruption;Unknown;Eruption of Tunguragua volcan;1773;;Drawing on paper;570 x 430 mm;;;;;;;;Demarcación del Pays que ha cubierto de Ceniza y Cascajo la Erupción del Bolcán de Tunguragua, en el que no se han guardado las distancias de los Lugares, por ponerlas en Mayor punto;http://pares.mcu.es/ParesBusquedas20/catalogo/description/22230;;
I-1773-TU-035A;1773 Tungurahua Eruption;Unknown;Eruption of Tunguragua volcan;1773;;Drawing on paper;427 x 580 mm;;;;;;;;Perspectiva del Bolcan de Tunguragua en la Provincia de Quito y de su erupción el día 23 de Abril de 1773;http://pares.mcu.es/ParesBusquedas20/catalogo/description/22229;;
I-1774-VE-035B;1774 Vesuvius Eruption;Hackert, Jacob Philipp;Landscape with Vesuvius erupting;1774;;Oil on canvas;70,5 x 90,5 cm;;;;;;;;;https://altemeister.museum-kassel.de/28398/;;
I-1775-PA-035C;1775 Pacaya Eruption;Unknown;Eruption of Pacaya volcan;1775;;Watercolor on paper;;;;;;;;;;http://pares.mcu.es/ParesBusquedas/servlets/Control_servlet?accion=3&txt_id_desc_ud=19983&fromagenda=N;;
I-1775-PA-035D;1775 Pacaya Eruption;Alexandre, Joseph Mería;Eruption of Pacaya volcan;1775;;Watercolor on paper;330 x 235 mm;;;;;;;;;http://www.rah.es/croquis-del-volcan-de-pacaya-guatemala/;;
I-1776-VA-035E;1776 Valencia Flood;Unknown;"The Virgin and Child (Mare de Déu dels Desamparats); St Paschal Baylón";1777;;Woodcut;;P-1776-VA-0213 / 1776 Valencia Flood / Relación nueva, y trágico romance en que se da cuenta, y declara las notables ruinas que ha ocasionado el río Turia en la ciudad de Valencia, desde al año 1357 hasta el año de 1776 con sus avenidas de agua (This document is included in);Unknown;;Relación nueva, y trágico romance en que se da cuenta, y declara las notables ruinas que ha ocasionado el río Turia en la ciudad de Valencia, desde al año 1357 hasta el año de 1776 con sus avenidas de agua;Castellar, Ramón;Valencia;Valencia, Biblioteca Serrano Morales R 18689;;;;foto Milena
I-1778-GR-035F;1778 Granada Earthquake;Verdiguier, Juan Miguel;St Emygdius;1785-1786;;Marble Sculpture;h. 165 cm;;;;;;;;;https://catedraldegranada.com/la-catedral/capillas-y-altares-perimetrales/san-cecilio/;;
I-1779-VE-0360;1779 Vesuvius Eruption;"Volaire, Pierre-Jacques Antoine (Drawing); Boilly, Louis Leopold (Engraving)";Landscape with Vesuvius erupting;[1779];;"Engraving; colour plate";;;;;;;;;;https://babel.hathitrust.org/cgi/pt?id=gri.ark:/13960/t88g8wq6d&view=1up&seq=154;;
I-1779-VE-0361;1779 Vesuvius Eruption;"Piranesi, Francesco (Printmaker); Desprez, Louis Jean (Drawing and colorist)";Eruption of the Vesuvius, seen from the Maddalena Bridge;ca. 1783;;"Etching; paperwatercolor, gouache, ink";704 x 484 mm;;;;;;;;;http://hdl.handle.net/10934/RM0001.COLLECT.688594;;
I-1779-VE-0362;1779 Vesuvius Eruption;Fambrini, Ferdinando;Landscape with Vesuvius erupting;1779;;Engraving;;;;;;;;;;https://www.e-rara.ch/zut/pbifriedlaender/content/zoom/7356461;;da schedare come testo a stampa e inserire in releted documents
I-1783-ME-0363;1783 Messina Earthquake;Unknown;View of the City hit by the Tsunami;[1783];;Woodcut;;"I-1790-OR-036E / 1790 Orán Earthquake / View of the City hit by the Tsunami; St Emygdius (Same image as); P-1783-ME-0214 / 1783 Messina Earthquake / Relación histórico-física de los terremotos acaecidos en Messina, en el corriente año de 1783. Traducida fielmente de la que en idioma italiano se ha impreso en aquella ciudad, remetida por el sr. don Juan Antonio Montbelli, natural y vecino de la misma, a su tío, el sr. don Andrés Montbelli, cavallero de la Real Orden Constantiniana, cónsul de S. Mag. Siciliana en la presente ciudad (This document is included in)";Montbelli, Juan Antonio;;Relación histórico-física de los terremotos acaecidos en Messina, en el corriente año de 1783. Traducida fielmente de la que en idioma italiano se ha impreso en aquella ciudad, remetida por el sr. don Juan Antonio Montbelli, natural y vecino de la misma, a su tío, el sr. don Andrés Montbelli, cavallero de la Real Orden Constantiniana, cónsul de S. Mag. Siciliana en la presente ciudad;Altés, Raimundo (Widow of);Barcelona;Barcelona, Biblioteca de Catalunya F. Bon 3233;;;;foto Milena
I-1783-ME-057A;1783 Messina Earthquake;Saint-Ours, Jean-Pierre ;The Earthquake;1792-1799;;Oil on canvas;261 x 195 cm;;;;;;;;;https://collections.geneve.ch/mah/oeuvre/le-tremblement-de-terre-version-monumentale/1825-0001;;
I-1785-BO-0364;1785 Bogotá Earthquake;Gutiérrez, Joaquín (Workshop of);St Emygdius as Intercessor against Earthquakes;after 1785;;Oil on canvas;98,5 x 69,8 cm;;;;;;;;;http://artecolonialamericano.az.uniandes.edu.co:8080/artworks/17510;;
I-1785-BO-0365;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1785;;Oil on canvas;;;;;;;;;;http://artecolonialamericano.az.uniandes.edu.co:8080/artworks/18329;;
I-1785-BO-0366;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1785;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/18820;;
I-1785-BO-0367;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1785;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/17722;;
I-1785-BO-0368;1785 Bogotá Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;after 1785;;Oil on canvas;;;;;;;;;;http://52.183.37.55/artworks/18977;;
I-1787-SA-0369;1787 Sanguesa Flood;Unknown;The Virgin and Child;[1787];;Woodcut;"63 x 97 mm; in 4º format (high 21 cm)";P-1787-SA-0216 / 1787 Sanguesa Flood / Relación verdadera del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, En que prosigue la verdadera relación del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año 1787 (This document is included in);Unknown;;Relación verdadera del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, En que prosigue la verdadera relación del lastimoso estrago acaecido en la Ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de Septiembre de este presente año 1787;Cervera, José Esteban;Valencia;Valencia, Universitat de València, Biblioteca Històrica BH Var. 032(74-75);;http://weblioteca.uv.es/cgi/view.pl?source=uv_im_i20089569;;
I-1787-SA-036A;1787 Sanguesa Flood;Unknown;The Virgin and Child;[1787];;Woodcut;"63 x 97 mm; in 4º format (high 21 cm)";P-1787-SA-0217 / 1787 Sanguesa Flood / Relación verdadera del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, en que prosigue la verdadera relación del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año 1787 (This document is included in);Unknown;;Relación verdadera del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año de mil setecientos ochenta y siete. Primera parte. Segunda parte, en que prosigue la verdadera relación del lastimoso estrago acaecido en la ciudad de Sanguesa, del Reyno de Navarra, la noche del veinte y quatro de septiembre de este presente año 1787;Cervera, José Esteban;Valencia;Sabadell, Biblioteca Miquel Carreras Ro 1468 C8/10;;https://fboschcardellach.omeka.net/items/show/61;;
I-1787-TO-036B;1787 Tortosa Flood;Unknown;Coat of Arms of the City of Tortosa;1787;;Woodcut;;P-1787-TO-0218 / 1787 Tortosa Flood / Relación de lo acontecido en la ciudad de Tortosa con la inundación del rio Ebro, que empezó el día 8 de octubre de este corriente año de 1787 (This document is included in);Mondeli, Juan Bautista;;Relación de lo acontecido en la ciudad de Tortosa con la inundación del rio Ebro, que empezó el día 8 de octubre de este corriente año de 1787;Cid, José;Tortosa;Barcelona, Biblioteca de Catalunya Tor. 741/7-8º;;;;foto Milena
I-1788-VA-036C;1788 Valladolid Flood;Pérez Martínez, Diego;Map of Valladolid with the Areas affected by the Flood;1788;;Engraving;;P-1788-VA-021A / 1788 Valladolid Flood / Manifiesto o memoria de las desgracias ocurridas el día 25 de febrero de este año de 1788, con la extraordinaria creciente del río Esgueva (This document is included in);Unknown;;Manifiesto o memoria de las desgracias ocurridas el día 25 de febrero de este año de 1788, con la extraordinaria creciente del río Esgueva;Santander, Tomás (Widow of, heirs of);Valladolid;Barcelona, Biblioteca de Catalunya R(9)-8-464;;http://bibliotecadigital.jcyl.es/es/consulta/resultados_ocr.cmd?buscar_cabecera=Buscar&tipo=elem&id=2145&tipoResultados=BIB&posicion=17&forma=ficha;;
