Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes;;;;
P-1737-ME-05A5;1737 Mexico Plague;Unknown;;Unknown;Gazeta de México (n. 115);Unknown;En la imprenta real del superior Gobierno, y del nuevo Rezado de Doña María de Ribera, en el Empedradillo;Mexico City;;;1737-06;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/2618<1>;http://hemerotecadigital.bne.es/issue.vm?id=0026878486&search=&lang=es;;;;;;;;
P-1737-ME-05A6;1737 Mexico Plague;Unknown;;Unknown;Gazeta de México (n. 116);Unknown;En la imprenta real del superior Gobierno, y del nuevo Rezado de Doña María de Ribera, en el Empedradillo;Mexico City;;;1737-07;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/2618<1>;http://hemerotecadigital.bne.es/issue.vm?id=0026878495&search=&lang=es;;;;;;;;
P-1737-ME-05A7;1737 Mexico Plague;Unknown;;Unknown;Gazeta de México (n. 119);Unknown;En la imprenta real del superior Gobierno, y del nuevo Rezado de Doña María de Ribera, en el Empedradillo;"Mexico City; Puebla de los Ángeles";;Puebla de los Ángeles;1737-10;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/2618<1>;https://hemerotecadigital.bne.es/hd/es/viewer?id=a2da4a1f-5e6b-4de9-b762-1d4a8ccf2427;;;;;;;;
P-1737-ME-05A8;1737 Mexico Plague;Unknown;;Unknown;Gazeta de México (n. 121);Unknown;En la imprenta real del superior Gobierno, y del nuevo Rezado de Doña María de Ribera, en el Empedradillo;Mexico City;The news item presents an account of the tragic event that took place throughout the year after the end of the epidemic;;1737-12;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/2618<1>;http://hemerotecadigital.bne.es/issue.vm?id=0026878540&search=&lang=es;;;;;;;;
P-1737-VE-01E9;1737 Vesuvius Eruption;Serao, Francesco;Alla Sacra Real Maestà del Re Nostro Signore;Charles of Bourbon;Istoria dell'incendio del Vesuvio accaduto nel mese di maggio dell'anno MDCCXXXVII scritta per l'Accademia delle Scienze;de Bonis, Novello;Nella Stamperia di Novello de Bonis;Naples;;;1738;Italian;Prose;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III S. Q. 27. K 94;https://archive.org/details/bub_gb_IUbnWLRSQ70C/page/n143;"I-1737-VE-0325 / 1737 Vesuvius Eruption / Landscape with Vesuvius erupting; Cross section with Vesuvius erupting (This document includes)";;;pdf MEGA (ma senza immagini) aggiungere altre edizioni! Ad esempio ed. inglese The natural history of Mount Vesuvius' in BL 1651/1322. (ma solo 1 imm.) e Bib. Austriaca;ed. In Napoli : nella stamperia di Angelo Vocola ... a spese die Francesco Darbes, MDCCXL [1740] https://www.e-rara.ch/zut/pbifriedlaender/content/titleinfo/7215681';;;
P-1737-VE-0596;1737 Vesuvius Eruption;Unknown;;Unknown;Gazzette di Napoli (n. 24);Unknown;Con licenza dei superiori;Naples;;;1737-05-28;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III SALA 6 PER A0063 - 0067 N. 1-52 (january 1th - december 10th 1703);;P-1737-VE-0597 / 1737 Vesuvius Eruption / Gaceta de Madrid (n. 26) (This document is a translation of);;;;;;;
P-1737-VE-0597;1737 Vesuvius Eruption;Unknown;;Unknown;Gaceta de Madrid (n. 26);Aritzia, Juan de;Por Juan de Aritzia, en la Calle de Alcalá;"Madrid; Naples";Correspondence from Naples, 1737. 05. 28.;Naples;1737-06-25;Spanish;Prose;;Madrid, Hemeroteca del Boletín Oficial del Estado ;https://www.boe.es/diario_gazeta/comun/pdf.php?p=1737/06/25/pdfs/GMD-1737-26.pdf;P-1737-VE-0596 / 1737 Vesuvius Eruption / Gazzette di Napoli (n. 24) (This document is translated in);;;;;;;
P-1737-VE-05D9;1737 Vesuvius Eruption;Unknown;;Unknown;Mercurio histórico y político, en que se contiene el estado presente de la Europa, lo que pasa en todas sus cortes, los intereses de los Príncipes y todo lo más curioso que pertenece al mes de noviembre de 1738 (tomo XI);Peralta, Diego Miguel de;En la imprenta de Diego Miguel de Peralta;Madrid;;;1738-11;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012160131&page=130;;This unit, in reality, is not linked to an eruption as such, nor to socioeconomic damage. This news item presents, with respect to Vesuvius, scientific and historical references. Precisely, a publication that commented on a scientific exploration of the interior of Vesuvius is highlighted, carried out by a certain Don Joseph Cartellà;;;;;;
P-1737-VE-060E;1737 Vesuvius Eruption;Unknown;;;Veridica relazione che dà distinto ragguaglio de' danni cagionati dal Vessuvio in alcuni luochi circonvicini del Regno di Napoli nel giorno de 26 del caduto mese di maggio 1737 nel doppo pranzo;Bettanin, Humobon;Per Humobon Bettanin;"Venice; Naples";;Naples;[1737];Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 152r-153v;;;;;foto Matteo;;;;
P-1742-XA-01EA;1742 Xativa Flood;Unknown;;;Nuevo y curioso romance en que se declaran los milagros que Nuestra Señora de la Seo obró en la ciudad de San Phelipe este presente año de 1742. Segunda parte, en que se declaran las manifiestas fiestas, que los tres barrios, que componen la ilustre ciudad de San Phelipe, tributaron a su gran patrona la Virgen de la Seo, en hacimiento de gracias;Unknown;Unknown;Unknown;;;[1742];Spanish;Verse;Null;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/1106(126-127);https://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1007901;I-1742-XA-0328 / 1742 Xativa Flood / The Virgin of Seo over the city of Xativa during a storm (This document includes);;;;;;;
P-1743-LE-05AA;1743 Lecce Earthquake;Unknown;;Unknown;Gazzetta di Mantova (n.11);;Per l'Erede d'Alberto Pazzoni, Regio Stampatore Ducale;"Mantua; Naples";Correspondence from Naples, 1743. 02. 26;Naples;1743-03-15;Italian;Prose;;Mantua, Biblioteca Comunale Teresiana OC.261;http://digilib.bibliotecateresiana.it/sfoglia_periodico2.php?tG=GAZZETTA%20DI%20MANTOVA&tA=1743&identifier=4-17430315&op=&offset=2;;;;;;;;
P-1743-MA-01EB;1743 Madrid Storm;Unknown;;;"Segunda parte de los sucessos, estragos, muertes, y ruinas acontecidas en el día 23 del mes de agosto de este año de 1743 en la tempestad, que en dicho día huvo en esta corte; y se da cuenta también de lo sucedido en Getafe, y Pinto, por la misma tempestad, con los gastos que han originado a esta villa las ruinas de paseos, casas y calles: con otras muchas cosas, que verá el lector";Unknown;Unknown;Madrid;;;1743;Spanish;Verse;Null;Madrid, Biblioteca Nacional de España VE/1563/15;;;;;Foto Schiano;;;;
P-1743-TO-01EC;1743 Tortosa Flood;Unknown;;;Relación verdadera, metafórica, y militar, que de las islas de San Bernabé sale a publicar el horroroso estrago , que ha causado el río Ebro a la ciudad de Tortosa, y sus campañas , con la sobervia Avenida, que hizo en los días 16, 17, 18 t 19 de junio de 1743;Fort, José;José Fort;Zaragoza;;;[1743];Spanish;Prose;Null;Barcelona, Universitat de Barcelona, Biblioteca de Reserva 07 DG-C-240/6/7-16;;;;;;;;;
P-1746-LI-01ED;1746 Lima Earthquake;Unknown;;;Breve noticia de la fatal ruina, acaecida en el reyno del Perú, a los 28 de octubre del año 1746, a las diez horas y media de la noche, según el cómputo de aquellos reloxes;Martí, María;Herederos de Maria Martí (en la imprenta de, administrada por Mauro Martí);Barcelona;;;[1746];Spanish;Verse;Null;Barcelona, Biblioteca de Catalunya Ro 2515;;"I-1746-LI-032A / 1746 Lima Earthquake / Crucifixion; Sea Storm (This document includes)";;;;;;;
P-1746-LI-01EE;1746 Lima Earthquake;Llano y Zapata, Joseph Eusebio;Señor Doct. D. Ignacio Chirivoga y Daza;Chirivoga y Daza, Ignacio;Carta, o diario que escribe d. Joseph Eusebio de Llano y Zapata, a su más venerado amigo, y docto correspondiente, el doctor don Ignacio Chirivoga y Daza, canónigo de la santa iglesia de Quito, en que con la mayor verdad, y crítica más segura le da cuenta de todo lo acaecido en esta capital de el Perú, desde el viernes 28 de octubre de 1746, quando experimentó su mayor ruina, con el grande movimiento de tierra, que  nundac a las diez, y media de la noche del mencionado día, hasta 16 de febrero de 1747, con una tabla en que se da el cálculo exacto de todo el número de temblores, que se han sentido en el  nundac, sucesso, que es lastimoso assumpto de este escrito, y juntamente le participa el estrago del presidio del Callao, y sus habitadores, con la  nundación del mar, que los tragó en la noche del primer terremoto;Zúñiga, Juan de;En la imprenta de Juan de Zúñiga;Madrid;;;1748;Spanish;Prose;Null;Seville, Biblioteca de la Universidad de Sevilla A 111/039(2);https://archive.org/details/A11103902;;;;;;;;
P-1746-LI-05AB;1746 Lima Earthquake;Unknown;;Unknown;Diario ordinario (n. 4692);Unknown;Nella Stamperia del Chracas, presso S. Marco al Corso;"Rome; Madrid";Correspondence from Madrid, 1747. 06. 27. The news presents a report which title is /   Relazione /   delle rovine cagionate dal Terremoto nella Città di Lima Capitale del Perù, e /   nell'altra di Callao il dì 28 Ottobre dello scorso anno 1746;Madrid;1747-08-19;Italian;Prose;;Rome, Biblioteca Casanatense PER est 358;https://casanatense.contentdm.oclc.org/digital/collection/chracas/id/13870/rec/1;;;;;;;;
P-1746-VA-01EF;1746 Valencia Flood;Unknown;;;Noticia de una gran tempesta, que se origini en Valencia el día del corpus nueve de junio de 1746, entre seis, y siete de la tarde, al tiempo que la procesión iva en su mayor luzimiento, y estando la custodia del soberano sol de justicia en la plaza del Mercado. Como verá el curioso lector en el siguiente romance. Segundo romance, el qual declara más individualmente el daño que ocasionó la tempestad del día del corpus, en la ciudad de Valencia, en el año 1746;Granja, Cosme;En Valencia por Cosme Granja, véndese en su casa a la Bolsería;Valencia;;;[1746];Spanish;Verse;Null;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/1106(128-129);https://bivaldi.gva.es/es/consulta/registro.do?id=5458;I-1746-VA-032C / 1746 Valencia Flood / City View during a Storm (This document includes);;;;;;;
P-1748-MO-01F0;1748 Montesa Earthquake;Unknown;;;Verdadera relación de los estragos, sustos, ruinas, y fúnebres sucessos, que se experimentaron e[n] el día 23 de marzo del presente año de 1748, en la villa y Castillo de Nuestra Señora de Montesa, como también en la ciudad de San Felipe, y en diferentes partes de este Reyno de Valencia. Compuesta por la medrosa pluma de un afligido corazón;Granja, Cosme;[En Va]lencia en la imprenta de Cosme Granja. Vive en el Mercado junto a la [...];Valencia;;;1748;Spanish;Verse;Null;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIIII/1687(15);https://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1005572;I-1748-MO-032D / 1748 Montesa Earthquake / Crucifixion (This document includes);;;;;;;
P-1748-MO-01F1;1748 Montesa Earthquake;Unknown;;;Relaçao do formidavel, e lastimoso terremoto succedido no reino de Valença no dia 23 de março deste presente anno de 1748, e dos horrorosos estragos, e lamentaveis ruinas, que tem padecido a Ciudade de Valença, e mais lugares circumvisinhos;Ameno, Francisco Luis;Na officina de Francisco Luiz Ameno, impressor da Congregação Cameraria da S. Igreja de Lisboa;Lisbon;;;1748;Portuguese;Prose;Null;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/1687(14);https://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1005570;I-1748-MO-032E / 1748 Montesa Earthquake / Coat of Arms of the Archbishop of Lisbon (This document includes);;;;;;;
P-1748-MO-05AC;1748 Montesa Earthquake;Unknown;;Unknown;Gaceta de Madrid (n. 14);Unknown;En la Imprenta de la Gaceta, Calle de Alcalá;Madrid;;;1748-04-02;Spanish;Prose;;Madrid, Hemeroteca del Boletín Oficial del Estado ;https://www.boe.es/diario_gazeta/comun/pdf.php?p=1748/04/02/pdfs/GMD-1748-14.pdf;P-1748-MO-05AD / 1748 Montesa Earthquake / Mercurio histórico y político, en que se contiene el estado presente de la Europa, lo que pasa en todas sus cortes, los intereses de los Príncipes y todo lo más curioso que pertenece al mes de marzo de 1748 (tomo XXXVIII) (This document contains a translation of);;;;;;;
P-1748-MO-05AD;1748 Montesa Earthquake;Unknown;;Unknown;Mercurio histórico y político, en que se contiene el estado presente de la Europa, lo que pasa en todas sus cortes, los intereses de los Príncipes y todo lo más curioso que pertenece al mes de marzo de 1748 (tomo XXXVIII);Unknown;En la Imprenta del Mercurio, calle del caballero de Gracia ;Madrid;;;1748-03;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;https://hemerotecadigital.bne.es/hd/viewer?oid=0012173785&page=77;P-1748-MO-05AC / 1748 Montesa Earthquake / Gaceta de Madrid (n. 14) (The content of this document is translated in);;;;;;;
P-1748-MO-05AE;1748 Montesa Earthquake;Unknown;;Unknown;Relación verdadera de los terremotos padecidos en el Reino de Valencia desde el día 23 de Marzo del año 1748, y de las rogativas que se hacen en la ciudad de Valencia, y en otras partes del Reino, a Dios nuestro Señor, para que aplaque su ira y cese este castigo;Dolz, Joseph Esteban;Impresa en Valencia, con licencias necesarias, por Joseph Estevan Dolz, impresor del Santo Oficio;Valencia;;;1748;Spanish;Prose;;"Valencia, Biblioteca Valenciana Nicolau Primitiu Col.lecció: BV Fondo antiguo — Ubicació: BV Carreres — Signatura: XVIII/1701(17);Seville, Biblioteca de la Universidad de Sevilla Colección PABI 2006-3 - Signatura: A 111/021(17)";https://ia904708.us.archive.org/35/items/A11102117/A11102117.pdf;P-1748-MO-05AF / 1748 Montesa Earthquake / Diario ordinario (n. 4815) (This document is a translation of);;;;;;;
P-1748-MO-05AF;1748 Montesa Earthquake;Unknown;;Unknown;Diario ordinario (n. 4815);Unknown;Nella Stanperia del Chracas, presso S. Marco al Corso.;"Rome; Valencia";Correspondence from Valencia, 1748. 04. 27;Valencia;1748-06-01;Italian;Prose;;Rome, Biblioteca Casanatense PER est 358;https://casanatense.contentdm.oclc.org/digital/collection/chracas/id/13957/rec/1;P-1748-MO-05AE / 1748 Montesa Earthquake / Relación verdadera de los terremotos padecidos en el Reino de Valencia desde el día 23 de Marzo del año 1748, y de las rogativas que se hacen en la ciudad de Valencia, y en otras partes del Reino, a Dios nuestro Señor, para que aplaque su ira y cese este castigo (This document is translated in);;;;;;;
P-1751-EL-01F2;1751 Elche Flood;Unknown;;;Lamentables tragedias que han ocasionado las lluvias passadas en la villa de Elche, y algunos lugares vecinos de Valencia, como se verá en el siguiente romance;Conejos, Jerónimo;Se hallará en Valencia en la imprenta de la viuda de Gerónimo Conejos;Valencia;;;1751;Spanish;Verse;Null;Madrid, Biblioteca Miquel Carreras Ro 1464 C8/9;https://fboschcardellach.omeka.net/items/show/22;I-1751-EL-0330 / 1751 Elche Flood / View of flooded City (This document includes);;;;;;;
P-1751-VA-01F3;1751 Valencia Flood;Unknown;;;Romance nuevo, en que se van explicando las ruynas, y lamentables sucessos, que han causado el río Turia, con otros ríos y ramblas, y las personas que se han ahogado en diferentes partes, sucedió en 3 de noviembre de este año de 1751;Granja, Cosme;En Valencia en la imprenta de Cosme Granja, vive en el Mercado junto a el peso del carbón;Valencia;;;1751;Spanish;Verse;Null;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/1106(18);https://bivaldi.gva.es/es/catalogo_imagenes/grupo.do?path=1006212;I-1751-VA-0331 / 1751 Valencia Flood / Emblem n. 90 from Diego de Savedra y Fajardo, Idea de un príncipe político cristiano representado en cien empresas, Milan 1642 (This document includes);;;;;;;
P-1752-CA-01F4;1752 Cadiz Hurricane;[Ingenio de Medina-Sidonia];;;"Nueva, y trágica relación en un fúnebre romance, donde se da cuenta, y declara el lamentable fin, que han tenido diez y siete navíos estrangeros; y la infinidad de barcos, salvas, lanchas, y botes, que se han perdido en la bahía de Cádiz, en el espantoso huracán, que se padeció los días 15 y 16 de enero de este año de 1752, con lo demás que verá el curioso lector. Compuesto por un Ingenio de Medina-Sydonia";Martí, Mauro;En la imprenta de Mauro Martí librero, en la plaza de Sant Jayme;Barcelona;;;[1752];Spanish;Verse;Null;Barcelona, Universitat de Barcelona, Biblioteca de Reserva C-239/4/11-7;https://www.bidiso.es/CBDRS/upload/ejemplares/7047/digitalizado/201711171251__c-239_4_4_4_11-7.pdf;I-1752-CA-0333 / 1752 Cadiz Hurricane / Sea storm (This document includes);;;;;;;
P-1755-LI-01A5;1755 Lisbon Earthquake;Unknown;;Unknown;Prodigios obrados por el gran patriarca San Phelipe Neri en tiempo de terremotos, recogidos de diferentes relaciones auténticas para excitar a los fieles a acudir al patrocinio del santo en semejantes calamidades;García Infanzón, Juan;Por los herederos de la viuda de Juan García Infanzón;Madrid;;;1755;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España R/34858(4);;I-1755-LI-02F5 / 1755 Lisbon Earthquake / The vision of St Filippo Neri (This document includes);;MEMORIA / PASSATO E PRESENTE→Cronologia con altri eventi;foto Milena;;;;
P-1755-LI-01A6;1755 Lisbon Earthquake;Unknown;;Unknown;Prodigios obrados por el gran patriarca San Phelipe Neri en tiempo de terremotos, recogidos de diferentes relaciones auténticas para excitar a los fieles a acudir al patrocinio del santo en semejantes calamidades;Puerta, José de la;Joseph de la Puerta;Granada;;;1755;Spanish;Prose;Null;Unknown ;;;;MEMORIA / PASSATO E PRESENTE→Cronologia con altri eventi;"da rintracciare (citato in&nbsp;Santos Fernández 2006, p. 219)";;;;
P-1755-LI-01F5;1755 Lisbon Earthquake;Unknown;;Unknown;Relación de lo acaecido en la ciudad de Granada día primero de noviembre de 1755 con el terremoto que principió entre nueve y diez de la mañana y duró diez minutos;Campins, Pablo;P. Campinis;"Barcelona; Cadiz";;Cadiz;[1755];Spanish;Verse;Null;Montserrat, Biblioteca de la Abadia F*126*8º*20;;I-1755-LI-0334 / 1755 Lisbon Earthquake / The Virgin and Child (Mare de Déu de Montserrat) (This document includes);;;foto Milena;;;;
P-1755-LI-01F6;1755 Lisbon Earthquake;Unknown;A la milagrosíssima imagen de María Santíssima de Villa-Viciosa, que se venera en la santa iglesia cathedral de Córdoba;The Virgin of Villa-Viciosa;Descripción en octavas, del horroroso temblor de tierra, que acaeció en la ciudad de Sevilla, y otras partes día primero de Noviembre de 1755. Compuesta por un ingenio cordobés, quien la dedica a la milagrosíssima imagen de María Santíssima de Villa-Viciosa, que se venera en la santa iglesia cathedral de Córdoba;López de Haro, Diego;En la Imprenta Real de la viuda de D. Diego de Haro, en calle de Génova;Seville;;;[1755];Spanish;Verse;Null;Madrid, Biblioteca Nacional de España VE/1449/8;;I-1755-LI-0335 / 1755 Lisbon Earthquake / The Virgin and Child (Nuestra Señora de Villaviciosa) (This document includes);;;foto Milena;;;;
